ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
301033;IP Address Range Start;IP Adressbereich Anfang;IP adres aralığı başlangıcı;IP Address Range Start;IP Address Range Start;Inicio de intervalo de direcciones IP;IP Address Range Start;;IP Adressbereich Anfang;IP Address Range Start;IP adres aralığı başlangıcı;IP Adressbereich Anfang;IP Address Range Start;IP Address Range Start
301034;Allow Ping to WAN interface;PING auf das WAN-Interface zulassen;PING in WAN-Interface’e giris müsadesi;Allow Ping to WAN interface;Allow Ping to WAN interface;Permitir ping a la interfaz WAN;Allow Ping to WAN interface;;PING auf das WAN-Interface zulassen;Allow Ping to WAN interface;PING in WAN-Interface’e giris müsadesi;PING auf das WAN-Interface zulassen;Allow Ping to WAN interface;Allow Ping to WAN interface
301035;Please provide a username;Bitte wählen Sie einen Benutzernamen;Bir kullanıcı adı seçin;Please provide a username;Please provide a username;Por favor, proporcione un nombre de usuario;Please provide a username;;Bitte wählen Sie einen Benutzernamen;Please provide a username;Bir kullanıcı adı seçin;Bitte wählen Sie einen Benutzernamen;Please provide a username;Please provide a username
301036;Email Setup;Email Zugangsdaten;E-posta erişim bilgileri;Email Setup;Email Setup;Configuración del correo electrónico;Email Setup;;Email Zugangsdaten;Email Setup;E-posta erişim bilgileri;Email Zugangsdaten;Email Setup;Email Setup
301037;Optional settings;Optionale Einstellungen;Isteğe bağlı ayarlar;Optional settings;Optional settings;Parámetros opcionales;Optional settings;;Optionale Einstellungen;Optional settings;Isteğe bağlı ayarlar;Optionale Einstellungen;Optional settings;Optional settings
301038;SMTP Port;SMTP-Port;SMTP Portu;SMTP Port;SMTP Port;Puerto SMTP;SMTP Port;;SMTP-Port;SMTP Port;SMTP Portu;SMTP-Port;SMTP Port;SMTP Port
301039;Target Email Address;Ziel Email-Adresse;Hedef E-Posta adresi;Target Email Address;Target Email Address;Correo Electrónico Destino;Target Email Address;;Ziel Email-Adresse;Target Email Address;Hedef E-Posta adresi;Ziel Email-Adresse;Target Email Address;Target Email Address
301040;optional;optional;Isteğe;optional;optional;opcional;optional;;optional;optional;Isteğe;optional;optional;optional
301041;Test Email;Test-Email;Test E-Posta;Test Email;Test Email;Prueba de correo electrónico;Test Email;;Test-Email;Test Email;Test E-Posta;Test-Email;Test Email;Test Email
301042;Test email successfully sent;Test-Email erfolgreich gesendet;Test E-posta başarıyla gönderildi;Test email successfully sent;Test email successfully sent;Email de prueba enviado con éxito;Test email successfully sent;;Test-Email erfolgreich gesendet;Test email successfully sent;Test E-posta başarıyla gönderildi;Test-Email erfolgreich gesendet;Test email successfully sent;Test email successfully sent
301043;Test email could not be sent. Please check your settings and try again.;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test E-posta gönderilemedi. Ayarlarınızı kontrol edin ve tekrar deneyin;Test email could not be sent. Please check your settings and try again.;Test email could not be sent. Please check your settings and try again.;El email de prueba no se ha podido enviar. Por favor verifique la configuracion y vuelva a intentarlo.;Test email could not be sent. Please check your settings and try again.;;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test email could not be sent. Please check your settings and try again.;Test E-posta gönderilemedi. Ayarlarınızı kontrol edin ve tekrar deneyin;Test-Email konnte nicht gesendet werden. Bitte prüfen Sie Ihre Einstellungen und versuchen es erneut;Test email could not be sent. Please check your settings and try again.;Test email could not be sent. Please check your settings and try again.
301044;NA;NA;NA;NA;Firewall level;Nivel de Protección;NA;;NA;NA;NA;NA;NA;Destination IP Address
301045;NA;NA;NA;NA;Low;Bajo;NA;;NA;NA;NA;NA;NA;Allow
301046;NA;NA;NA;NA;Disabled;Deshabilitado;NA;;NA;NA;NA;NA;NA;Deny
301047;NA;NA;NA;NA;Standard;Estándar;NA;;NA;NA;NA;NA;NA;Action
301048;NA;NA;NA;NA;Medium;Medio;NA;;NA;NA;NA;NA;NA;Select Zone Pair
301049;NA;NA;NA;NA;High;Alto;NA;;NA;NA;NA;NA;NA;Port Type
301050;NA;NA;NA;NA;Block all;Bloquear todo;NA;;NA;NA;NA;NA;NA;DMZ to WLAN
301051;NA;NA;NA;NA;Denial of Service;DoS;NA;;NA;NA;NA;NA;NA;Are you sure you want to reconnect your DSL connection?
301052;NA;NA;NA;NA;Whole System ICMP Flood;Whole System ICMP Flood;NA;;NA;NA;NA;NA;NA;Reconnect
301053;NA;NA;NA;NA;Per-Source IP ICMP Flood;Per-Source IP ICMP Flood;NA;;NA;NA;NA;NA;NA;Reconnect DSL Connection
301054;NA;NA;NA;NA;Whole System TCP-SYN Flood;Whole System TCP-SYN Flood;NA;;NA;NA;NA;NA;NA;"The NAT port forwarding rules defined on the ""port mapping"" page overrule the DMZ static address translation"
301055;NA;NA;NA;NA;Per-Source IP TCP-SYN Flood;Per-Source IP TCP-SYN Flood;NA;;NA;NA;NA;NA;NA;Exposed Host IP Address
301056;NA;NA;NA;NA;Whole System UDP Flood;Whole System UDP Flood;NA;;NA;NA;NA;NA;NA;IP Address of PlusBox
301057;NA;NA;NA;NA;Per-Source IP UDP Flood;Per-Source IP UDP Flood;NA;;NA;NA;NA;NA;NA;IP Subnet Mask
301058;NA;NA;NA;NA;ICMP Smurf;ICMP Smurf;NA;;NA;NA;NA;NA;NA;Add Firewall Rule
301059;NA;NA;NA;NA;IP Fragmentation;IP Fragmentation;NA;;NA;NA;NA;NA;NA;Port Mapping Rules
301060;NA;NA;NA;NA;IP Land;IP Land;NA;;NA;NA;NA;NA;NA;NA
301061;NA;NA;NA;NA;IP Spoof;IP Spoof;NA;;NA;NA;NA;NA;NA;NA
301062;NA;NA;NA;NA;TCP/UDP PortScan;TCP / UDP PortScan;NA;;NA;NA;NA;NA;NA;NA
301063;NA;NA;NA;NA;TCP SynWithData;TCP SynWithData;NA;;NA;NA;NA;NA;NA;NA
301064;NA;NA;NA;NA;UDP Bomb;UDP Bomb;NA;;NA;NA;NA;NA;NA;NA
301065;NA;NA;NA;NA;Packets per Second;Paquetes por segundo;NA;;NA;NA;NA;NA;NA;NA
302001;Parental Control;Parental Control;Veliler Kontrolü;Parental Control;Parental Control;Control Parental;Parental Control;;Parental Control;Parental Control;Veliler Kontrolü;Parental Control;Parental Control;Parental Control
302002;NA;NA;NA;Access Control;Access Control;Control de Acceso;Access Control;;NA;NA;NA;NA;NA;NA
302003;NA;NA;NA;Block access of LAN Computers at given times, according to their MACs, and block access to certain web pages;Block access of LAN Computers at given times, according to their MACs;Bloquear el acceso de clientes LAN en determinados momentos, de acuerdo con sus MACs y bloquear el acceso a determinadas webs;Block access of LAN Computers at given times, according to their MACs, and block access to certain web pages;;NA;NA;NA;NA;NA;NA
302004;NA;NA;NA;Rule Name;Rule Name;Nombre de la regla;Rule Name;;NA;NA;NA;NA;NA;NA
302005;NA;NA;NA;MAC Address;MAC Address;Dirección MAC;MAC Address;;NA;NA;NA;NA;NA;NA
302006;NA;NA;NA;Days Of Week;Days Of Week;Días de la semana;Days Of Week;;NA;NA;NA;NA;NA;NA
302007;NA;NA;NA;From;From;Desde;From;;NA;NA;NA;NA;NA;NA
302008;NA;NA;NA;To;To;Hasta;To;;NA;NA;NA;NA;NA;NA
302009;NA;NA;NA;No rules set.;No rules set.;No hay reglas establecidas.;No rules set.;;NA;NA;NA;NA;NA;NA
302010;NA;NA;NA;Night Block;Night Block;Bloqueo nocturno;Night Block;;NA;NA;NA;NA;NA;NA
302011;NA;NA;NA;Mon;Mon;Lun;Mon;;NA;NA;NA;NA;NA;NA
302012;NA;NA;NA;Tue;Tue;Mar;Tue;;NA;NA;NA;NA;NA;NA
302013;NA;NA;NA;Wed;Wed;Mie;Wed;;NA;NA;NA;NA;NA;NA
302014;NA;NA;NA;Thu;Thu;Jue;Thu;;NA;NA;NA;NA;NA;NA
302015;NA;NA;NA;Fri;Fri;Vie;Fri;;NA;NA;NA;NA;NA;NA
302016;NA;NA;NA;Keyword Filtering;Keyword Filtering;Filtro de palabras clave;Keyword Filtering;;NA;NA;NA;NA;NA;NA
302017;NA;NA;NA;Keyword;Keyword;Palabra clave;Keyword;;NA;NA;NA;NA;NA;NA
302018;NA;NA;NA;porn;porn;pornografía;porn;;NA;NA;NA;NA;NA;NA
302019;NA;NA;NA;Add Access Control Rule;Add Access Control Rule;Agregar reglas de control de acceso;Add Access Control Rule;;NA;NA;NA;NA;NA;NA
302020;NA;NA;NA;Time;Time;Hora;Time;;NA;NA;NA;NA;NA;NA
302021;NA;NA;NA;Edit Access Control Rule;Edit Access Control Rule;Editar regla de control de acceso;Edit Access Control Rule;;NA;NA;NA;NA;NA;NA
302022;NA;NA;NA;Time;Time;Tiempo;Time;;NA;NA;NA;NA;NA;NA
302023;NA;NA;NA;Add new device;Add new device;Añadir nuevo equipo;Add new device;;NA;NA;NA;NA;NA;NA
302024;NA;NA;NA;Device;Device;Equipo;Device;;NA;NA;NA;NA;NA;NA
302025;NA;NA;NA;Name;Name;Nombre;Name;;NA;NA;NA;NA;NA;NA
303001;LTE;LTE;4G;LTE;LTE;LTE;LTE;;LTE;LTE;4G;LTE;LTE;LTE
303002;The EasyBox pre-configured APNs for voice and data are found in the overview below. ;Die in der EasyBox vorkonfigurierten APN's für Sprache und Daten sind hier dargestellt.;EasyBox içinde önceden yapılandırılmış olan Telefon ve Internet APN'leri burada gösterilmiştir.;The EasyBox pre-configured APNs for voice and data are found in the overview below. ;Your router's pre-configured APNs for voice and data are found in the overview below. ;Los APN preconfigurados para voz y datos se encuentran en la información a continuación.;The EasyBox pre-configured APNs for voice and data are found in the overview below. ;;Die in der EasyBox vorkonfigurierten APN's für Sprache und Daten sind hier dargestellt.;The EasyBox pre-configured APNs for voice and data are found in the overview below. ;EasyBox içinde önceden yapılandırılmış olan Telefon ve Internet APN'leri burada gösteriliyor.;Die in der EasyBox vorkonfigurierten APN's für Sprache und Daten sind hier dargestellt.;The EasyBox pre-configured APNs for voice and data are found in the overview below. ;The EasyBox pre-configured APNs for voice and data are found in the overview below. 
303003;LTE Access Point Name;Name des LTE Access Point ;4G Access Point adı;LTE Access Point Name;LTE Access Point Name;LTE Access Point Name;LTE Access Point Name;;Name des LTE Access Point ;LTE Access Point Name;4G Access Point adı;Name des LTE Access Point ;LTE Access Point Name;LTE Access Point Name
303004;APN (data);APN (Daten);APN (veri);APN (data);APN (data);APN (datos);APN (data);Punto di accesso (Internet);APN (Daten);APN (data);APN (veri);APN (Daten);APN (data);APN (data)
303005;APN (voice);APN (Sprache);APN (konuşma);APN (voice);APN (voice);APN (voz);APN (voice);Punto di accesso (Voce);APN (Sprache);APN (voice);APN (konuşma);APN (Sprache);APN (voice);APN (voice)
303006;3G Stick;3G-Stick;3G USB;3G Stick;UMTS;UMTS;3G Stick;Vodafone Internet Key;3G-Stick;3G Stick;3G USB;3G-Stick;3G Stick;3G Stick
303007;Below you can configure your preferred backup connection, if a UMTS connection has been detected.;Wenn eine UMTS-Verbindung besteht können sie untenstehend den gewünschten Backup-Modus einstelllen.;EasyBox´uuz bir 3G bağlantısı algıladı. Tercih ettiğiniz Backup bağlantısını seçebilir ve APN'yi değiştirebilirsiniz.;The EasyBox has detected a 3G connection. Below you can configure your preferred backup connection;The router has detected a 3G connection. Below you can configure your preferred backup connection;El router ha detectado una conexión 3G. A continuación puede configurar la conexión de backup;The EasyBox has detected a 3G connection. Below you can configure your preferred backup connection;;Wenn eine UMTS-Verbindung besteht können sie untenstehend den gewünschten Backup-Modus einstelllen.;Below you can configure your preferred backup connection, if a UMTS connection has been detected.;EasyBox´uuz bir 3G bağlantısı algıladı. Tercih ettiğiniz Backup bağlantısını seçebilir ve APN'yi değiştirebilirsiniz.;Wenn eine UMTS-Verbindung besteht können sie untenstehend den gewünschten Backup-Modus einstelllen.;Below you can configure your preferred backup connection, if a UMTS connection has been detected.;Below you can configure your preferred backup connection, if a UMTS connection has been detected.
303008;3G Connection;3G-Verbindung;3G bağlantısı;3G Connection;3G Connection;Conexión 3G;3G Connection;Connessione 3G;3G-Verbindung;3G Connection;3G bağlantısı;3G-Verbindung;3G Connection;3G Connection
303009;Backup Mode;Backup-Modus;Backup;Backup Mode;Backup Mode;Modo backup;Backup Mode;;Backup-Modus;Backup Mode;Backup;Backup-Modus;Backup Mode;Backup Mode
303010;Time until disconnect in minutes;Zeit bis zur Trennung in Minuten;;Time until disconnect in minutes;Time until disconnect (min);Tiempo hasta la desconexión (min);Time until disconnect in minutes;Limite di tempo per la disconnessione;Zeit bis zur Trennung in Minuten;Time until disconnect in minutes;Bağlantı kesilmesine kalan dakika;Zeit bis zur Trennung in Minuten;Time until disconnect in minutes;Time until disconnect in minutes
303011;Data & Voice;Daten und Sprache;Internet ve Telefon;Data & Voice;Data & Voice;Datos y Voz;Data & Voice;;Daten und Sprache;Data & Voice;Internet ve Telefon;Daten und Sprache;Data & Voice;Data & Voice
303012;Disconnect automatically after inactivity;Verbindung bei Inaktivität automatisch trennen;Bağlantı etkinlik dışı otomatik kesilmesi;Disconnect automatically after inactivity;Disconnect automatically after inactivity;Desconexión automáticamente por inactividad;Disconnect automatically after inactivity;Disconnetti automaticamente dopo periodo di inattività;Verbindung bei Inaktivität automatisch trennen;Disconnect automatically after inactivity;Bağlantı etkinlik dışı otomatik kesilmesi;Verbindung bei Inaktivität automatisch trennen;Disconnect automatically after inactivity;Disconnect automatically after inactivity
303013;3G Backup for %s;3G-Backup für %s;%s için 3G Backup;3G Backup for %s;3G Backup for %s;Backup 3G para %s;3G Backup for %s;;3G-Backup für %s;3G Backup for %s;%s için 3G Backup;3G-Backup für %s;3G Backup for %s;3G Backup for %s
303014;EasyBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;Die EasyBox baut eine dauerhafte DSL-Verbindung ins Internet auf. Hier können Sie diese manuell erneuern. Detaillierte Informationen zu Ihrer Internet-Verbindung finden Sie unter {LINK_START}Status & Hilfe{LINK_END}.;EasyBox Internet'e bağlantı kurar. Burada bağlantınızı yenileyebilirsiniz. İnternet bağlantınız ile ilgili detaylı bilgi, LINK_END {} {} LINK_START Durum ve Yardımı'na bakabilirsiniz.;EasyBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;Your router establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;El router establece una conexión permanente a Internet. Esta página permite renovar la conexión manualmente. Información adicional sobre la conexión a Internet se puede encontrar en {LINK_START}Estado y soporte{LINK_END}.;EasyBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;Vodafone Station è costantemente connessa ad Internet. Questa pagina ti permette di ristabilire la connessione manualmente. Per ulteriori informazioni sulla connessione ad Internet vai nella sezione {LINK_START}Stato e Supporto{LINK_END}.;Die EasyBox baut eine dauerhafte DSL-Verbindung ins Internet auf. Hier können Sie diese manuell erneuern. Detaillierte Informationen zu Ihrer Internet-Verbindung finden Sie unter {LINK_START}Status & Hilfe{LINK_END}.;EasyBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;EasyBox Internet'e bağlantı kurar. Burada bağlantınızı yenileyebilirsiniz. İnternet bağlantınız ile ilgili detaylı bilgi, LINK_END {} {} LINK_START Durum ve Yardımı'na bakabilirsiniz.;Die EasyBox baut eine dauerhafte DSL-Verbindung ins Internet auf. Hier können Sie diese manuell erneuern. Detaillierte Informationen zu Ihrer Internet-Verbindung finden Sie unter {LINK_START}Status & Hilfe{LINK_END}.;EasyBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at {LINK_START}Status & Support{LINK_END}.;PlusBox establishes a permanent DSL connection to the internet. This page allows to renew the connection manually. Additional information on the internet connection can be found at Status & Support.
303015;3G-Backup for Data & Voice;3G-Backup für Daten & Sprache;Veri ve konuşma için 3G Backup;3G-Backup for Data & Voice;3G-Backup for Data & Voice;Backup 3G de Datos y Voz;3G-Backup for Data & Voice;;3G-Backup für Daten & Sprache;3G-Backup for Data & Voice;Veri ve konuşma için 3G Backup;3G-Backup für Daten & Sprache;3G-Backup for Data & Voice;3G-Backup for Data & Voice
303016;3G-Backup for Data;3G-Backup für Daten;Veri için 3G Backup;3G-Backup for Data;3G-Backup for Data;Backup 3G de datos;3G-Backup for Data;;3G-Backup für Daten;3G-Backup for Data;Veri için 3G Backup;3G-Backup für Daten;3G-Backup for Data;3G-Backup for Data
303017;3G-Backup for Voice;3G-Backup für Sprache;Telefon için 3G Backup;3G-Backup for Voice;3G-Backup for Voice;Backup 3G de Voz;3G-Backup for Voice;;3G-Backup für Sprache;3G-Backup for Voice;Telefon için 3G Backup;3G-Backup für Sprache;3G-Backup for Voice;3G-Backup for Voice
303018;No 3G-Backup;Kein 3G-Backup;3G Backup yok;No 3G-Backup;No 3G-Backup;No backup 3G;No 3G-Backup;;Kein 3G-Backup;No 3G-Backup;3G Backup yok;Kein 3G-Backup;No 3G-Backup;No 3G-Backup
303019;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL;DSL
303020;DSL Connection;DSL-Verbindung;DSL bağlantısı;DSL Connection;DSL Connection;Conexión ADSL;DSL Connection;Connessione DSL;DSL-Verbindung;DSL Connection;DSL bağlantısı;DSL-Verbindung;DSL Connection;DSL Connection
303021;Connection;Verbindung;Bağlantı;Connection;Connection;Conexión;Connection;Connessione;Verbindung;Connection;Bağlantı;Verbindung;Connection;Connection
303022;Please enter a number between 1 and 32767.;Bitte eine Zahl zwischen 1 und 32767 eingeben.;Lütfen 1 ile 32767 arasında bir rakam giriniz.;Please enter a number between 1 and 32767.;Please enter a number between 1 and 32767.;Introduzca un número entre 1 y 32767.;Please enter a number between 1 and 32767.;Inserisci un numero tra 1 e 32767;Bitte eine Zahl zwischen 1 und 32767 eingeben.;Please enter a number between 1 and 32767.;Lütfen 1 ile 32767 arasında bir rakam giriniz.;Bitte eine Zahl zwischen 1 und 32767 eingeben.;Please enter a number between 1 and 32767.;Please enter a number between 1 and 32767.
303023;NA;NA;NA;NA;NA;NO SE UTILIZA;NA;;NA;NA;NA;NA;NA;NA
303024;Reconnect;Neu verbinden;Tekrar bağlan;Reconnect;Reconnect;Reconectar;Reconnect;Riconnetti;Neu Verbinden;Reconnect;Tekrar bağlan;Neu Verbinden;Reconnect;Reconnect
303025;NA;NA;NA;Preferred Wireless Mode;Preferred Network Type;Tipo de red preferido;Preferred Wireless Mode;;NA;NA;NA;NA;NA;NA
303026;active;aktiv;aktif;active;active;activo;active;attiva;aktiv;active;aktif;aktiv;active;active
303027;inactive;inaktiv;atıl;inactive;inactive;inactivo;inactive;non attiva;inaktiv;inactive;atıl;inaktiv;inactive;inactive
303028;failed;fehlgeschlagen;başarısız;failed;failed;fallido;failed;fallita;fehlgeschlagen;failed;başarısız;fehlgeschlagen;failed;failed
303029;APN (data) must be a valid hostname or IP address;APN (Data) muss ein gültiger Hostname oder IP-Adresse sein;APN (data) geçerli bir Hostname veya IP adresi olması lazım;APN (data) must be a valid hostname or IP address;APN (data) must be a valid hostname or IP address;APN (datos) debe ser un hostname válido o una direccion IP;APN (data) must be a valid hostname or IP address;;APN (Data) muss ein gültiger Hostname oder IP-Adresse sein;APN (data) must be a valid hostname or IP address;APN (data) geçerli bir Hostname veya IP adresi olması lazım;APN (Data) muss ein gültiger Hostname oder IP-Adresse sein;APN (data) must be a valid hostname or IP address;APN (data) must be a valid hostname or IP address
303030;NA;NA;NA;NA;3G Preferred;3G Preferido;NA;;NA;NA;NA;NA;NA;NA
303031;NA;NA;NA;NA;2G Preferred;2G Preferido;NA;;NA;NA;NA;NA;NA;NA
303032;NA;NA;NA;NA;2G Only;Sólo 2G;NA;;NA;NA;NA;NA;NA;NA
303033;NA;NA;NA;NA;3G Only;Sólo 3G;NA;;NA;NA;NA;NA;NA;NA
303034;NA;NA;NA;NA;Auto;Auto;NA;;NA;NA;NA;NA;NA;NA
303035;NA;NA;NA;NA;3G PIN;PIN;NA;;NA;NA;NA;NA;NA;NA
303036;NA;NA;NA;NA;PIN Enabled;PIN activado;NA;;NA;NA;NA;NA;NA;NA
303037;NA;NA;NA;NA;PIN Status;Estado de PIN;NA;;NA;NA;NA;NA;NA;NA
303038;NA;NA;NA;NA;PIN Correct;PIN Correcto;NA;;NA;NA;NA;NA;NA;NA
303039;NA;NA;NA;NA;Awaiting PIN;Esperando PIN;NA;;NA;NA;NA;NA;NA;NA
303040;NA;NA;NA;NA;PIN Disabled;PIN desactivado;NA;;NA;NA;NA;NA;NA;NA
